geraetenummer;bezeichnung;serial_nummer;depot;baujahr;status;subgroup;machine_tab_data
DEMO-001034;Kipplader 3.2 m3 Swivel klein 34;SN-DEMO-001034;Graz;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001035;Kipplader 3.2 m3 Swivel klein 35;SN-DEMO-001035;Graz;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001036;Kipplader 3.2 m3 Swivel klein 36;SN-DEMO-001036;Graz;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001037;Kipplader 3.2 m3 Swivel klein 37;SN-DEMO-001037;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001038;Kipplader 3.2 m3 Swivel klein 38;SN-DEMO-001038;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001039;Kipplader 3.2 m3 Swivel klein 39;SN-DEMO-001039;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001040;Kipplader 3.2 m3 Swivel klein 40;SN-DEMO-001040;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001041;Kipplader 3.2 m3 Swivel klein 41;SN-DEMO-001041;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001042;Kipplader 3.2 m3 Swivel klein 42;SN-DEMO-001042;Graz;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001043;Kipplader 3.2 m3 Swivel klein 43;SN-DEMO-001043;Graz;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001044;Kipplader 3.2 m3 Swivel klein 44;SN-DEMO-001044;Graz;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001045;Kipplader 3.2 m3 Swivel klein 45;SN-DEMO-001045;Graz;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001046;Kipplader 3.2 m3 Swivel klein 46;SN-DEMO-001046;Graz;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001047;Kipplader 3.2 m3 Swivel klein 47;SN-DEMO-001047;Graz;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001048;Kipplader 3.2 m3 Swivel klein 48;SN-DEMO-001048;Graz;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001049;Kipplader 3.2 m3 Swivel klein 49;SN-DEMO-001049;Graz;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001050;Kipplader 3.2 m3 Swivel klein 50;SN-DEMO-001050;Graz;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-001051;Kipplader 3.2 m3 Swivel gross 01;SN-DEMO-001051;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001052;Kipplader 3.2 m3 Swivel gross 02;SN-DEMO-001052;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001053;Kipplader 3.2 m3 Swivel gross 03;SN-DEMO-001053;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001054;Kipplader 3.2 m3 Swivel gross 04;SN-DEMO-001054;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001055;Kipplader 3.2 m3 Swivel gross 05;SN-DEMO-001055;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001056;Kipplader 3.2 m3 Swivel gross 06;SN-DEMO-001056;Graz;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001057;Kipplader 3.2 m3 Swivel gross 07;SN-DEMO-001057;Graz;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001058;Kipplader 3.2 m3 Swivel gross 08;SN-DEMO-001058;Graz;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001059;Kipplader 3.2 m3 Swivel gross 09;SN-DEMO-001059;Graz;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001060;Kipplader 3.2 m3 Swivel gross 10;SN-DEMO-001060;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001061;Kipplader 3.2 m3 Swivel gross 11;SN-DEMO-001061;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001062;Kipplader 3.2 m3 Swivel gross 12;SN-DEMO-001062;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001063;Kipplader 3.2 m3 Swivel gross 13;SN-DEMO-001063;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001064;Kipplader 3.2 m3 Swivel gross 14;SN-DEMO-001064;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001065;Kipplader 3.2 m3 Swivel gross 15;SN-DEMO-001065;Graz;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001066;Kipplader 3.2 m3 Swivel gross 16;SN-DEMO-001066;Graz;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001067;Kipplader 3.2 m3 Swivel gross 17;SN-DEMO-001067;Graz;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001068;Kipplader 3.2 m3 Swivel gross 18;SN-DEMO-001068;Graz;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001069;Kipplader 3.2 m3 Swivel gross 19;SN-DEMO-001069;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001070;Kipplader 3.2 m3 Swivel gross 20;SN-DEMO-001070;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001071;Kipplader 3.2 m3 Swivel gross 21;SN-DEMO-001071;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001072;Kipplader 3.2 m3 Swivel gross 22;SN-DEMO-001072;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001073;Kipplader 3.2 m3 Swivel gross 23;SN-DEMO-001073;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001074;Kipplader 3.2 m3 Swivel gross 24;SN-DEMO-001074;Graz;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001075;Kipplader 3.2 m3 Swivel gross 25;SN-DEMO-001075;Graz;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001076;Kipplader 3.2 m3 Swivel gross 26;SN-DEMO-001076;Graz;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001077;Kipplader 3.2 m3 Swivel gross 27;SN-DEMO-001077;Graz;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001078;Kipplader 3.2 m3 Swivel gross 28;SN-DEMO-001078;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001079;Kipplader 3.2 m3 Swivel gross 29;SN-DEMO-001079;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001080;Kipplader 3.2 m3 Swivel gross 30;SN-DEMO-001080;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001081;Kipplader 3.2 m3 Swivel gross 31;SN-DEMO-001081;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001082;Kipplader 3.2 m3 Swivel gross 32;SN-DEMO-001082;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001083;Kipplader 3.2 m3 Swivel gross 33;SN-DEMO-001083;Graz;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001084;Kipplader 3.2 m3 Swivel gross 34;SN-DEMO-001084;Graz;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001085;Kipplader 3.2 m3 Swivel gross 35;SN-DEMO-001085;Graz;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001086;Kipplader 3.2 m3 Swivel gross 36;SN-DEMO-001086;Graz;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001087;Kipplader 3.2 m3 Swivel gross 37;SN-DEMO-001087;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001088;Kipplader 3.2 m3 Swivel gross 38;SN-DEMO-001088;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001089;Kipplader 3.2 m3 Swivel gross 39;SN-DEMO-001089;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001090;Kipplader 3.2 m3 Swivel gross 40;SN-DEMO-001090;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001091;Kipplader 3.2 m3 Swivel gross 41;SN-DEMO-001091;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001092;Kipplader 3.2 m3 Swivel gross 42;SN-DEMO-001092;Graz;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001093;Kipplader 3.2 m3 Swivel gross 43;SN-DEMO-001093;Graz;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001094;Kipplader 3.2 m3 Swivel gross 44;SN-DEMO-001094;Graz;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001095;Kipplader 3.2 m3 Swivel gross 45;SN-DEMO-001095;Graz;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001096;Kipplader 3.2 m3 Swivel gross 46;SN-DEMO-001096;Graz;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001097;Kipplader 3.2 m3 Swivel gross 47;SN-DEMO-001097;Graz;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001098;Kipplader 3.2 m3 Swivel gross 48;SN-DEMO-001098;Graz;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001099;Kipplader 3.2 m3 Swivel gross 49;SN-DEMO-001099;Graz;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001100;Kipplader 3.2 m3 Swivel gross 50;SN-DEMO-001100;Graz;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-001101;Bagger klein 01;SN-DEMO-001101;Graz;2020;klein;Bagger;{}
DEMO-001102;Bagger klein 02;SN-DEMO-001102;Graz;2021;klein;Bagger;{}
DEMO-001103;Bagger klein 03;SN-DEMO-001103;Graz;2022;klein;Bagger;{}
DEMO-001104;Bagger klein 04;SN-DEMO-001104;Graz;2023;klein;Bagger;{}
DEMO-001105;Bagger klein 05;SN-DEMO-001105;Graz;2024;klein;Bagger;{}
DEMO-001106;Bagger klein 06;SN-DEMO-001106;Graz;2025;klein;Bagger;{}
DEMO-001107;Bagger klein 07;SN-DEMO-001107;Graz;2026;klein;Bagger;{}
DEMO-001108;Bagger klein 08;SN-DEMO-001108;Graz;2018;klein;Bagger;{}
DEMO-001109;Bagger klein 09;SN-DEMO-001109;Graz;2019;klein;Bagger;{}
DEMO-001110;Bagger klein 10;SN-DEMO-001110;Graz;2020;klein;Bagger;{}
DEMO-001111;Bagger klein 11;SN-DEMO-001111;Graz;2021;klein;Bagger;{}
DEMO-001112;Bagger klein 12;SN-DEMO-001112;Graz;2022;klein;Bagger;{}
DEMO-001113;Bagger klein 13;SN-DEMO-001113;Graz;2023;klein;Bagger;{}
DEMO-001114;Bagger klein 14;SN-DEMO-001114;Graz;2024;klein;Bagger;{}
DEMO-001115;Bagger klein 15;SN-DEMO-001115;Graz;2025;klein;Bagger;{}
DEMO-001116;Bagger klein 16;SN-DEMO-001116;Graz;2026;klein;Bagger;{}
DEMO-001117;Bagger klein 17;SN-DEMO-001117;Graz;2018;klein;Bagger;{}
DEMO-001118;Bagger klein 18;SN-DEMO-001118;Graz;2019;klein;Bagger;{}
DEMO-001119;Bagger klein 19;SN-DEMO-001119;Graz;2020;klein;Bagger;{}
DEMO-001120;Bagger klein 20;SN-DEMO-001120;Graz;2021;klein;Bagger;{}
DEMO-001121;Bagger klein 21;SN-DEMO-001121;Graz;2022;klein;Bagger;{}
DEMO-001122;Bagger klein 22;SN-DEMO-001122;Graz;2023;klein;Bagger;{}
DEMO-001123;Bagger klein 23;SN-DEMO-001123;Graz;2024;klein;Bagger;{}
DEMO-001124;Bagger klein 24;SN-DEMO-001124;Graz;2025;klein;Bagger;{}
DEMO-001125;Bagger klein 25;SN-DEMO-001125;Graz;2026;klein;Bagger;{}
DEMO-001126;Bagger klein 26;SN-DEMO-001126;Graz;2018;klein;Bagger;{}
DEMO-001127;Bagger klein 27;SN-DEMO-001127;Graz;2019;klein;Bagger;{}
DEMO-001128;Bagger klein 28;SN-DEMO-001128;Graz;2020;klein;Bagger;{}
DEMO-001129;Bagger klein 29;SN-DEMO-001129;Graz;2021;klein;Bagger;{}
DEMO-001130;Bagger klein 30;SN-DEMO-001130;Graz;2022;klein;Bagger;{}
DEMO-001131;Bagger klein 31;SN-DEMO-001131;Graz;2023;klein;Bagger;{}
DEMO-001132;Bagger klein 32;SN-DEMO-001132;Graz;2024;klein;Bagger;{}
DEMO-001133;Bagger klein 33;SN-DEMO-001133;Graz;2025;klein;Bagger;{}
DEMO-001134;Bagger klein 34;SN-DEMO-001134;Graz;2026;klein;Bagger;{}
DEMO-001135;Bagger klein 35;SN-DEMO-001135;Graz;2018;klein;Bagger;{}
DEMO-001136;Bagger klein 36;SN-DEMO-001136;Graz;2019;klein;Bagger;{}
DEMO-001137;Bagger klein 37;SN-DEMO-001137;Graz;2020;klein;Bagger;{}
DEMO-001138;Bagger klein 38;SN-DEMO-001138;Graz;2021;klein;Bagger;{}
DEMO-001139;Bagger klein 39;SN-DEMO-001139;Graz;2022;klein;Bagger;{}
DEMO-001140;Bagger klein 40;SN-DEMO-001140;Graz;2023;klein;Bagger;{}
DEMO-001141;Bagger klein 41;SN-DEMO-001141;Graz;2024;klein;Bagger;{}
DEMO-001142;Bagger klein 42;SN-DEMO-001142;Graz;2025;klein;Bagger;{}
DEMO-001143;Bagger klein 43;SN-DEMO-001143;Graz;2026;klein;Bagger;{}
DEMO-001144;Bagger klein 44;SN-DEMO-001144;Graz;2018;klein;Bagger;{}
DEMO-001145;Bagger klein 45;SN-DEMO-001145;Graz;2019;klein;Bagger;{}
DEMO-001146;Bagger klein 46;SN-DEMO-001146;Graz;2020;klein;Bagger;{}
DEMO-001147;Bagger klein 47;SN-DEMO-001147;Graz;2021;klein;Bagger;{}
DEMO-001148;Bagger klein 48;SN-DEMO-001148;Graz;2022;klein;Bagger;{}
DEMO-001149;Bagger klein 49;SN-DEMO-001149;Graz;2023;klein;Bagger;{}
DEMO-001150;Bagger klein 50;SN-DEMO-001150;Graz;2024;klein;Bagger;{}
DEMO-001151;Bagger gross 01;SN-DEMO-001151;Graz;2025;gross;Bagger;{}
DEMO-001152;Bagger gross 02;SN-DEMO-001152;Graz;2026;gross;Bagger;{}
DEMO-001153;Bagger gross 03;SN-DEMO-001153;Graz;2018;gross;Bagger;{}
DEMO-001154;Bagger gross 04;SN-DEMO-001154;Graz;2019;gross;Bagger;{}
DEMO-001155;Bagger gross 05;SN-DEMO-001155;Graz;2020;gross;Bagger;{}
DEMO-001156;Bagger gross 06;SN-DEMO-001156;Graz;2021;gross;Bagger;{}
DEMO-001157;Bagger gross 07;SN-DEMO-001157;Graz;2022;gross;Bagger;{}
DEMO-001158;Bagger gross 08;SN-DEMO-001158;Graz;2023;gross;Bagger;{}
DEMO-001159;Bagger gross 09;SN-DEMO-001159;Graz;2024;gross;Bagger;{}
DEMO-001160;Bagger gross 10;SN-DEMO-001160;Graz;2025;gross;Bagger;{}
DEMO-001161;Bagger gross 11;SN-DEMO-001161;Graz;2026;gross;Bagger;{}
DEMO-001162;Bagger gross 12;SN-DEMO-001162;Graz;2018;gross;Bagger;{}
DEMO-001163;Bagger gross 13;SN-DEMO-001163;Graz;2019;gross;Bagger;{}
DEMO-001164;Bagger gross 14;SN-DEMO-001164;Graz;2020;gross;Bagger;{}
DEMO-001165;Bagger gross 15;SN-DEMO-001165;Graz;2021;gross;Bagger;{}
DEMO-001166;Bagger gross 16;SN-DEMO-001166;Graz;2022;gross;Bagger;{}
DEMO-001167;Bagger gross 17;SN-DEMO-001167;Graz;2023;gross;Bagger;{}
DEMO-001168;Bagger gross 18;SN-DEMO-001168;Graz;2024;gross;Bagger;{}
DEMO-001169;Bagger gross 19;SN-DEMO-001169;Graz;2025;gross;Bagger;{}
DEMO-001170;Bagger gross 20;SN-DEMO-001170;Graz;2026;gross;Bagger;{}
DEMO-001171;Bagger gross 21;SN-DEMO-001171;Graz;2018;gross;Bagger;{}
DEMO-001172;Bagger gross 22;SN-DEMO-001172;Graz;2019;gross;Bagger;{}
DEMO-001173;Bagger gross 23;SN-DEMO-001173;Graz;2020;gross;Bagger;{}
DEMO-001174;Bagger gross 24;SN-DEMO-001174;Graz;2021;gross;Bagger;{}
DEMO-001175;Bagger gross 25;SN-DEMO-001175;Graz;2022;gross;Bagger;{}
DEMO-001176;Bagger gross 26;SN-DEMO-001176;Graz;2023;gross;Bagger;{}
DEMO-001177;Bagger gross 27;SN-DEMO-001177;Graz;2024;gross;Bagger;{}
DEMO-001178;Bagger gross 28;SN-DEMO-001178;Graz;2025;gross;Bagger;{}
DEMO-001179;Bagger gross 29;SN-DEMO-001179;Graz;2026;gross;Bagger;{}
DEMO-001180;Bagger gross 30;SN-DEMO-001180;Graz;2018;gross;Bagger;{}
DEMO-001181;Bagger gross 31;SN-DEMO-001181;Graz;2019;gross;Bagger;{}
DEMO-001182;Bagger gross 32;SN-DEMO-001182;Graz;2020;gross;Bagger;{}
DEMO-001183;Bagger gross 33;SN-DEMO-001183;Graz;2021;gross;Bagger;{}
DEMO-001184;Bagger gross 34;SN-DEMO-001184;Graz;2022;gross;Bagger;{}
DEMO-001185;Bagger gross 35;SN-DEMO-001185;Graz;2023;gross;Bagger;{}
DEMO-001186;Bagger gross 36;SN-DEMO-001186;Graz;2024;gross;Bagger;{}
DEMO-001187;Bagger gross 37;SN-DEMO-001187;Graz;2025;gross;Bagger;{}
DEMO-001188;Bagger gross 38;SN-DEMO-001188;Graz;2026;gross;Bagger;{}
DEMO-001189;Bagger gross 39;SN-DEMO-001189;Graz;2018;gross;Bagger;{}
DEMO-001190;Bagger gross 40;SN-DEMO-001190;Graz;2019;gross;Bagger;{}
DEMO-001191;Bagger gross 41;SN-DEMO-001191;Graz;2020;gross;Bagger;{}
DEMO-001192;Bagger gross 42;SN-DEMO-001192;Graz;2021;gross;Bagger;{}
DEMO-001193;Bagger gross 43;SN-DEMO-001193;Graz;2022;gross;Bagger;{}
DEMO-001194;Bagger gross 44;SN-DEMO-001194;Graz;2023;gross;Bagger;{}
DEMO-001195;Bagger gross 45;SN-DEMO-001195;Graz;2024;gross;Bagger;{}
DEMO-001196;Bagger gross 46;SN-DEMO-001196;Graz;2025;gross;Bagger;{}
DEMO-001197;Bagger gross 47;SN-DEMO-001197;Graz;2026;gross;Bagger;{}
DEMO-001198;Bagger gross 48;SN-DEMO-001198;Graz;2018;gross;Bagger;{}
DEMO-001199;Bagger gross 49;SN-DEMO-001199;Graz;2019;gross;Bagger;{}
DEMO-001200;Bagger gross 50;SN-DEMO-001200;Graz;2020;gross;Bagger;{}
DEMO-001201;stampfer klein 01;SN-DEMO-001201;Wien;2021;klein;stampfer;{}
DEMO-001202;stampfer klein 02;SN-DEMO-001202;Wien;2022;klein;stampfer;{}
DEMO-001203;stampfer klein 03;SN-DEMO-001203;Wien;2023;klein;stampfer;{}
DEMO-001204;stampfer klein 04;SN-DEMO-001204;Wien;2024;klein;stampfer;{}
DEMO-001205;stampfer klein 05;SN-DEMO-001205;Wien;2025;klein;stampfer;{}
DEMO-001206;stampfer klein 06;SN-DEMO-001206;Wien;2026;klein;stampfer;{}
DEMO-001207;stampfer klein 07;SN-DEMO-001207;Wien;2018;klein;stampfer;{}
DEMO-001208;stampfer klein 08;SN-DEMO-001208;Wien;2019;klein;stampfer;{}
DEMO-001209;stampfer klein 09;SN-DEMO-001209;Wien;2020;klein;stampfer;{}
DEMO-001210;stampfer klein 10;SN-DEMO-001210;Wien;2021;klein;stampfer;{}
DEMO-001211;stampfer klein 11;SN-DEMO-001211;Wien;2022;klein;stampfer;{}
DEMO-001212;stampfer klein 12;SN-DEMO-001212;Wien;2023;klein;stampfer;{}
DEMO-001213;stampfer klein 13;SN-DEMO-001213;Wien;2024;klein;stampfer;{}
DEMO-001214;stampfer klein 14;SN-DEMO-001214;Wien;2025;klein;stampfer;{}
DEMO-001215;stampfer klein 15;SN-DEMO-001215;Wien;2026;klein;stampfer;{}
DEMO-001216;stampfer klein 16;SN-DEMO-001216;Wien;2018;klein;stampfer;{}
DEMO-001217;stampfer klein 17;SN-DEMO-001217;Wien;2019;klein;stampfer;{}
DEMO-001218;stampfer klein 18;SN-DEMO-001218;Wien;2020;klein;stampfer;{}
DEMO-001219;stampfer klein 19;SN-DEMO-001219;Wien;2021;klein;stampfer;{}
DEMO-001220;stampfer klein 20;SN-DEMO-001220;Wien;2022;klein;stampfer;{}
DEMO-001221;stampfer klein 21;SN-DEMO-001221;Wien;2023;klein;stampfer;{}
DEMO-001222;stampfer klein 22;SN-DEMO-001222;Wien;2024;klein;stampfer;{}
DEMO-001223;stampfer klein 23;SN-DEMO-001223;Wien;2025;klein;stampfer;{}
DEMO-001224;stampfer klein 24;SN-DEMO-001224;Wien;2026;klein;stampfer;{}
DEMO-001225;stampfer klein 25;SN-DEMO-001225;Wien;2018;klein;stampfer;{}
DEMO-001226;stampfer klein 26;SN-DEMO-001226;Wien;2019;klein;stampfer;{}
DEMO-001227;stampfer klein 27;SN-DEMO-001227;Wien;2020;klein;stampfer;{}
DEMO-001228;stampfer klein 28;SN-DEMO-001228;Wien;2021;klein;stampfer;{}
DEMO-001229;stampfer klein 29;SN-DEMO-001229;Wien;2022;klein;stampfer;{}
DEMO-001230;stampfer klein 30;SN-DEMO-001230;Wien;2023;klein;stampfer;{}
DEMO-001231;stampfer klein 31;SN-DEMO-001231;Wien;2024;klein;stampfer;{}
DEMO-001232;stampfer klein 32;SN-DEMO-001232;Wien;2025;klein;stampfer;{}
DEMO-001233;stampfer klein 33;SN-DEMO-001233;Wien;2026;klein;stampfer;{}
DEMO-001234;stampfer klein 34;SN-DEMO-001234;Wien;2018;klein;stampfer;{}
DEMO-001235;stampfer klein 35;SN-DEMO-001235;Wien;2019;klein;stampfer;{}
DEMO-001236;stampfer klein 36;SN-DEMO-001236;Wien;2020;klein;stampfer;{}
DEMO-001237;stampfer klein 37;SN-DEMO-001237;Wien;2021;klein;stampfer;{}
DEMO-001238;stampfer klein 38;SN-DEMO-001238;Wien;2022;klein;stampfer;{}
DEMO-001239;stampfer klein 39;SN-DEMO-001239;Wien;2023;klein;stampfer;{}
DEMO-001240;stampfer klein 40;SN-DEMO-001240;Wien;2024;klein;stampfer;{}
DEMO-001241;stampfer klein 41;SN-DEMO-001241;Wien;2025;klein;stampfer;{}
DEMO-001242;stampfer klein 42;SN-DEMO-001242;Wien;2026;klein;stampfer;{}
DEMO-001243;stampfer klein 43;SN-DEMO-001243;Wien;2018;klein;stampfer;{}
DEMO-001244;stampfer klein 44;SN-DEMO-001244;Wien;2019;klein;stampfer;{}
DEMO-001245;stampfer klein 45;SN-DEMO-001245;Wien;2020;klein;stampfer;{}
DEMO-001246;stampfer klein 46;SN-DEMO-001246;Wien;2021;klein;stampfer;{}
DEMO-001247;stampfer klein 47;SN-DEMO-001247;Wien;2022;klein;stampfer;{}
DEMO-001248;stampfer klein 48;SN-DEMO-001248;Wien;2023;klein;stampfer;{}
DEMO-001249;stampfer klein 49;SN-DEMO-001249;Wien;2024;klein;stampfer;{}
DEMO-001250;stampfer klein 50;SN-DEMO-001250;Wien;2025;klein;stampfer;{}
DEMO-001251;stampfer gross 01;SN-DEMO-001251;Wien;2026;gross;stampfer;{}
DEMO-001252;stampfer gross 02;SN-DEMO-001252;Wien;2018;gross;stampfer;{}
DEMO-001253;stampfer gross 03;SN-DEMO-001253;Wien;2019;gross;stampfer;{}
DEMO-001254;stampfer gross 04;SN-DEMO-001254;Wien;2020;gross;stampfer;{}
DEMO-001255;stampfer gross 05;SN-DEMO-001255;Wien;2021;gross;stampfer;{}
DEMO-001256;stampfer gross 06;SN-DEMO-001256;Wien;2022;gross;stampfer;{}
DEMO-001257;stampfer gross 07;SN-DEMO-001257;Wien;2023;gross;stampfer;{}
DEMO-001258;stampfer gross 08;SN-DEMO-001258;Wien;2024;gross;stampfer;{}
DEMO-001259;stampfer gross 09;SN-DEMO-001259;Wien;2025;gross;stampfer;{}
DEMO-001260;stampfer gross 10;SN-DEMO-001260;Wien;2026;gross;stampfer;{}
DEMO-001261;stampfer gross 11;SN-DEMO-001261;Wien;2018;gross;stampfer;{}
DEMO-001262;stampfer gross 12;SN-DEMO-001262;Wien;2019;gross;stampfer;{}
DEMO-001263;stampfer gross 13;SN-DEMO-001263;Wien;2020;gross;stampfer;{}
DEMO-001264;stampfer gross 14;SN-DEMO-001264;Wien;2021;gross;stampfer;{}
DEMO-001265;stampfer gross 15;SN-DEMO-001265;Wien;2022;gross;stampfer;{}
DEMO-001266;stampfer gross 16;SN-DEMO-001266;Wien;2023;gross;stampfer;{}
DEMO-001267;stampfer gross 17;SN-DEMO-001267;Wien;2024;gross;stampfer;{}
DEMO-001268;stampfer gross 18;SN-DEMO-001268;Wien;2025;gross;stampfer;{}
DEMO-001269;stampfer gross 19;SN-DEMO-001269;Wien;2026;gross;stampfer;{}
DEMO-001270;stampfer gross 20;SN-DEMO-001270;Wien;2018;gross;stampfer;{}
DEMO-001271;stampfer gross 21;SN-DEMO-001271;Wien;2019;gross;stampfer;{}
DEMO-001272;stampfer gross 22;SN-DEMO-001272;Wien;2020;gross;stampfer;{}
DEMO-001273;stampfer gross 23;SN-DEMO-001273;Wien;2021;gross;stampfer;{}
DEMO-001274;stampfer gross 24;SN-DEMO-001274;Wien;2022;gross;stampfer;{}
DEMO-001275;stampfer gross 25;SN-DEMO-001275;Wien;2023;gross;stampfer;{}
DEMO-001276;stampfer gross 26;SN-DEMO-001276;Wien;2024;gross;stampfer;{}
DEMO-001277;stampfer gross 27;SN-DEMO-001277;Wien;2025;gross;stampfer;{}
DEMO-001278;stampfer gross 28;SN-DEMO-001278;Wien;2026;gross;stampfer;{}
DEMO-001279;stampfer gross 29;SN-DEMO-001279;Wien;2018;gross;stampfer;{}
DEMO-001280;stampfer gross 30;SN-DEMO-001280;Wien;2019;gross;stampfer;{}
DEMO-001281;stampfer gross 31;SN-DEMO-001281;Wien;2020;gross;stampfer;{}
DEMO-001282;stampfer gross 32;SN-DEMO-001282;Wien;2021;gross;stampfer;{}
DEMO-001283;stampfer gross 33;SN-DEMO-001283;Wien;2022;gross;stampfer;{}
DEMO-001284;stampfer gross 34;SN-DEMO-001284;Wien;2023;gross;stampfer;{}
DEMO-001285;stampfer gross 35;SN-DEMO-001285;Wien;2024;gross;stampfer;{}
DEMO-001286;stampfer gross 36;SN-DEMO-001286;Wien;2025;gross;stampfer;{}
DEMO-001287;stampfer gross 37;SN-DEMO-001287;Wien;2026;gross;stampfer;{}
DEMO-001288;stampfer gross 38;SN-DEMO-001288;Wien;2018;gross;stampfer;{}
DEMO-001289;stampfer gross 39;SN-DEMO-001289;Wien;2019;gross;stampfer;{}
DEMO-001290;stampfer gross 40;SN-DEMO-001290;Wien;2020;gross;stampfer;{}
DEMO-001291;stampfer gross 41;SN-DEMO-001291;Wien;2021;gross;stampfer;{}
DEMO-001292;stampfer gross 42;SN-DEMO-001292;Wien;2022;gross;stampfer;{}
DEMO-001293;stampfer gross 43;SN-DEMO-001293;Wien;2023;gross;stampfer;{}
DEMO-001294;stampfer gross 44;SN-DEMO-001294;Wien;2024;gross;stampfer;{}
DEMO-001295;stampfer gross 45;SN-DEMO-001295;Wien;2025;gross;stampfer;{}
DEMO-001296;stampfer gross 46;SN-DEMO-001296;Wien;2026;gross;stampfer;{}
DEMO-001297;stampfer gross 47;SN-DEMO-001297;Wien;2018;gross;stampfer;{}
DEMO-001298;stampfer gross 48;SN-DEMO-001298;Wien;2019;gross;stampfer;{}
